_type,_count,content,parent
pos,7019,"[{'_text': 'adverb', '_count': 106}, {'_text': 'noun', '_count': 3978}, {'_text': 'properNoun', '_count': 20}, {'_text': 'adjective', '_count': 349}, {'_text': 'personalPronoun', '_count': 7}, {'_text': 'verb', '_count': 1544}, {'_text': 'toponym', '_count': 73}, {'_text': 'pluralNoun', '_count': 52}, {'_text': 'interjection', '_count': 20}, {'_text': 'particle', '_count': 29}, {'_text': 'activeParticiple', '_count': 153}, {'_text': 'collectiveNoun', '_count': 205}, {'_text': None, '_count': 3}, {'_text': 'preposition', '_count': 30}, {'_text': 'conjunction', '_count': 34}, {'_text': 'interrogative', '_count': 18}, {'_text': 'participle', '_count': 208}, {'_text': 'passiveParticiple', '_count': 87}, {'_text': 'vocativeParticle', '_count': 1}, {'_text': 'demonstrativePronoun', '_count': 8}, {'_text': 'responseParticle', '_count': 3}, {'_text': 'numeral', '_count': 34}, {'_text': 'relativePronoun', '_count': 4}, {'_text': 'elative', '_count': 2}, {'_text': 'indefinite', '_count': 12}, {'_text': 'definiteArticle', '_count': 1}, {'_text': 'ordinal', '_count': 12}, {'_text': 'dualNoun', '_count': 2}, {'_text': 'pluralDemonstrative', '_count': 1}, {'_text': 'reflexivePronoun', '_count': 2}, {'_text': 'pronoun', '_count': 1}, {'_text': 'pronominalSuffix', '_count': 14}, {'_text': 'negatedPersonalPronoun', '_count': 7}]","[{'_tag': 'gramGrp', '_count': 7019}]"
